Match,Round,Source,Attack,Defense,Vitality,Eccentricity
24,2.0,Random0,0.0,0.0,1.0,-0.03
24,2.0,Random1,3.0,0.0,1.0,0.0
24,2.0,Random2,0.0,0.0,0.0,-0.03
24,2.0,DQL_vitality,0.0,0.0,0.0,-0.03
24,2.0,Random0,,,,-0.03
24,3.0,Random1,0.0,0.0,1.0,-0.03
24,3.0,Random2,0.0,0.0,1.0,-0.03
24,3.0,DQL_vitality,0.0,0.0,1.0,-0.03
24,3.0,Random0,3.0,0.0,1.0,0.0
24,3.0,Random1,,,,-0.03
24,3.0,Random2,,,,-0.03
24,3.0,DQL_vitality,,,,-0.03
24,4.0,Random0,1.0,0.0,1.0,-0.03
24,4.0,Random1,0.0,0.0,0.0,-0.03
24,4.0,Random2,2.0,1.0,1.0,0.0
24,4.0,DQL_vitality,0.0,0.0,0.0,-0.03
24,4.0,Random0,,,,-0.03
24,5.0,Random2,0.0,0.0,1.0,-0.03
24,5.0,DQL_vitality,3.0,0.0,1.0,0.0
24,5.0,Random0,0.0,0.0,0.0,-0.03
24,5.0,Random1,0.0,0.0,0.0,-0.03
24,5.0,Random2,,,,-0.03
24,6.0,DQL_vitality,0.0,0.0,1.0,-0.03
24,6.0,Random0,2.0,1.0,2.0,0.0
24,6.0,Random1,0.0,0.0,1.0,-0.03
24,6.0,Random2,1.0,0.0,1.0,-0.03
24,6.0,DQL_vitality,,,,-0.03
24,6.0,Random0,,,,0.0
24,6.0,Random1,,,,-0.03
24,6.0,Random2,,,,-0.03
24,7.0,Random0,2.0,1.0,2.0,0.0
24,7.0,Random1,0.0,0.0,1.0,-0.03
24,7.0,Random2,1.0,0.0,1.0,-0.03
24,7.0,DQL_vitality,0.0,0.0,0.0,-0.03
24,7.0,Random0,,,,0.0
24,7.0,Random1,,,,-0.03
24,7.0,Random2,,,,-0.03
24,8.0,Random0,2.0,0.0,1.0,-0.03
24,8.0,Random1,0.0,0.0,0.0,-0.03
24,8.0,Random2,0.0,0.0,0.0,-0.03
24,8.0,DQL_vitality,1.0,2.0,1.0,0.0
24,8.0,Random0,,,,-0.03
24,9.0,DQL_vitality,0.0,0.0,1.0,-0.03
24,9.0,Random0,0.0,0.0,1.0,-0.03
24,9.0,Random1,3.0,0.0,1.0,0.0
24,9.0,Random2,0.0,0.0,0.0,-0.03
24,9.0,DQL_vitality,,,,-0.03
24,9.0,Random0,,,,-0.03
24,10.0,Random1,1.0,2.0,2.0,0.0
24,10.0,Random2,2.0,0.0,1.0,-0.03
24,10.0,DQL_vitality,0.0,0.0,0.0,-0.03
24,10.0,Random0,0.0,0.0,0.0,-0.03
24,10.0,Random1,,,,0.0
24,10.0,Random2,,,,-0.03
24,11.0,Random1,1.0,0.0,1.0,-0.03
24,11.0,Random2,0.0,0.0,0.0,-0.03
24,11.0,DQL_vitality,0.0,1.0,1.0,-0.03
24,11.0,Random0,2.0,1.0,1.0,0.0
24,11.0,Random1,,,,-0.03
24,11.0,DQL_vitality,,,,-0.03
24,12.0,Random0,3.0,0.0,1.0,0.0
24,12.0,Random1,0.0,0.0,0.0,-0.03
24,12.0,Random2,0.0,0.0,0.0,-0.03
24,12.0,DQL_vitality,0.0,0.0,0.0,-0.03
24,13.0,Random0,0.0,0.0,1.0,0.0
24,13.0,Random1,0.0,0.0,1.0,-0.03
24,13.0,Random2,3.0,0.0,1.0,-0.03
24,13.0,DQL_vitality,0.0,0.0,0.0,-0.03
24,13.0,Random1,,,,-0.03
24,13.0,Random2,,,,-0.03
25,1.0,Random0,1.0,2.0,2.0,0.0
25,1.0,Random1,2.0,0.0,1.0,-0.03
25,1.0,Random2,0.0,0.0,0.0,-0.03
25,1.0,DQL_vitality,0.0,0.0,0.0,-0.03
25,1.0,Random0,,,,0.0
25,1.0,Random1,,,,-0.03
25,2.0,Random0,2.0,1.0,2.0,0.0
25,2.0,Random1,0.0,0.0,1.0,-0.03
25,2.0,Random2,1.0,0.0,1.0,-0.03
25,2.0,DQL_vitality,0.0,0.0,0.0,-0.03
25,2.0,Random0,,,,0.0
25,2.0,Random1,,,,-0.03
25,2.0,Random2,,,,-0.03
25,3.0,Random0,0.0,0.0,1.0,-0.03
25,3.0,Random1,2.0,1.0,2.0,0.0
25,3.0,Random2,0.0,0.0,1.0,-0.03
25,3.0,DQL_vitality,1.0,0.0,1.0,-0.03
25,3.0,Random0,,,,-0.03
25,3.0,Random1,,,,0.0
25,3.0,Random2,,,,-0.03
25,3.0,DQL_vitality,,,,-0.03
25,4.0,Random1,0.0,0.0,1.0,-0.03
25,4.0,Random2,0.0,0.0,1.0,-0.03
25,4.0,DQL_vitality,3.0,0.0,1.0,0.0
25,4.0,Random0,0.0,0.0,0.0,-0.03
25,4.0,Random1,,,,-0.03
25,4.0,Random2,,,,-0.03
25,5.0,DQL_vitality,0.0,0.0,1.0,-0.03
25,5.0,Random0,0.0,0.0,1.0,-0.03
25,5.0,Random1,3.0,0.0,1.0,0.0
25,5.0,Random2,0.0,0.0,0.0,-0.03
25,5.0,DQL_vitality,,,,-0.03
25,5.0,Random0,,,,-0.03
25,6.0,Random1,0.0,0.0,1.0,-0.03
25,6.0,Random2,1.0,0.0,1.0,-0.03
25,6.0,DQL_vitality,0.0,0.0,0.0,-0.03
25,6.0,Random0,2.0,1.0,1.0,0.0
25,6.0,Random1,,,,-0.03
25,6.0,Random2,,,,-0.03
25,7.0,Random0,0.0,0.0,1.0,-0.03
25,7.0,Random1,3.0,0.0,1.0,0.0
25,7.0,Random2,0.0,0.0,0.0,-0.03
25,7.0,DQL_vitality,0.0,0.0,0.0,-0.03
25,7.0,Random0,,,,-0.03
25,8.0,Random1,1.0,0.0,2.0,-0.03
25,8.0,Random2,0.0,0.0,1.0,-0.03
25,8.0,DQL_vitality,2.0,1.0,2.0,0.0
25,8.0,Random0,0.0,0.0,1.0,-0.03
25,8.0,Random1,,,,-0.03
25,8.0,Random2,,,,-0.03
25,8.0,DQL_vitality,,,,0.0
25,8.0,Random0,,,,-0.03
25,8.0,Random1,,,,-0.03
25,9.0,DQL_vitality,0.0,0.0,1.0,-0.03
25,9.0,Random0,1.0,0.0,1.0,0.0
25,9.0,Random1,0.0,0.0,0.0,-0.03
25,9.0,Random2,2.0,1.0,1.0,-0.03
25,9.0,DQL_vitality,,,,-0.03
25,9.0,Random2,,,,-0.03
26,1.0,Random0,0.0,2.0,2.0,-0.03
26,1.0,Random1,1.0,2.0,2.0,0.0
26,1.0,Random2,0.0,0.0,0.0,-0.03
26,1.0,DQL_vitality,0.0,0.0,0.0,-0.03
26,1.0,Random0,,,,-0.03
26,1.0,Random1,,,,0.0
26,1.0,Random0,,,,-0.03
26,2.0,Random1,2.0,0.0,1.0,-0.03
26,2.0,Random2,0.0,0.0,0.0,-0.03
26,2.0,DQL_vitality,0.0,0.0,0.0,-0.03
26,2.0,Random0,1.0,2.0,1.0,0.0
26,2.0,Random1,,,,-0.03
26,3.0,Random0,0.0,0.0,1.0,-0.03
26,3.0,Random1,3.0,0.0,1.0,0.0
26,3.0,Random2,0.0,0.0,0.0,-0.03
26,3.0,DQL_vitality,0.0,0.0,0.0,-0.03
26,3.0,Random0,,,,-0.03
26,4.0,Random1,0.0,0.0,1.0,-0.03
26,4.0,Random2,0.0,0.0,1.0,-0.03
26,4.0,DQL_vitality,3.0,0.0,1.0,0.0
26,4.0,Random0,0.0,0.0,0.0,-0.03
26,4.0,Random1,,,,-0.03
26,4.0,Random2,,,,-0.03
26,5.0,DQL_vitality,0.0,0.0,1.0,-0.03
26,5.0,Random0,1.0,0.0,1.0,-0.03
26,5.0,Random1,0.0,0.0,0.0,-0.03
26,5.0,Random2,2.0,1.0,1.0,0.0
26,5.0,DQL_vitality,,,,-0.03
26,5.0,Random0,,,,-0.03
26,6.0,Random2,0.0,0.0,1.0,-0.03
26,6.0,DQL_vitality,0.0,0.0,1.0,-0.03
26,6.0,Random0,3.0,0.0,1.0,0.0
26,6.0,Random1,0.0,0.0,0.0,-0.03
26,6.0,Random2,,,,-0.03
26,6.0,DQL_vitality,,,,-0.03
26,7.0,Random0,0.0,0.0,1.0,-0.03
26,7.0,Random1,0.0,0.0,1.0,-0.03
26,7.0,Random2,3.0,0.0,1.0,0.0
26,7.0,DQL_vitality,0.0,0.0,0.0,-0.03
26,7.0,Random0,,,,-0.03
26,7.0,Random1,,,,-0.03
26,8.0,Random2,1.0,0.0,2.0,-0.03
26,8.0,DQL_vitality,0.0,0.0,1.0,-0.03
26,8.0,Random0,2.0,1.0,2.0,0.0
26,8.0,Random1,0.0,0.0,1.0,-0.03
26,8.0,Random2,,,,-0.03
26,8.0,DQL_vitality,,,,-0.03
26,8.0,Random0,,,,0.0
26,8.0,Random1,,,,-0.03
26,8.0,Random2,,,,-0.03
26,9.0,Random0,1.0,0.0,1.0,-0.03
26,9.0,Random1,0.0,0.0,0.0,-0.03
26,9.0,Random2,2.0,1.0,1.0,0.0
26,9.0,DQL_vitality,0.0,0.0,0.0,-0.03
26,9.0,Random0,,,,-0.03
26,10.0,Random2,0.0,0.0,1.0,-0.03
26,10.0,DQL_vitality,3.0,0.0,1.0,0.0
26,10.0,Random0,0.0,0.0,0.0,-0.03
26,10.0,Random1,0.0,0.0,0.0,-0.03
26,10.0,Random2,,,,-0.03
26,11.0,DQL_vitality,0.0,0.0,1.0,-0.03
26,11.0,Random0,0.0,0.0,1.0,-0.03
26,11.0,Random1,3.0,0.0,1.0,0.0
26,11.0,Random2,0.0,0.0,0.0,-0.03
26,11.0,DQL_vitality,,,,-0.03
26,11.0,Random0,,,,-0.03
26,12.0,Random1,0.0,0.0,1.0,-0.03
26,12.0,Random2,3.0,0.0,1.0,0.0
26,12.0,DQL_vitality,0.0,0.0,0.0,-0.03
26,12.0,Random0,0.0,0.0,0.0,-0.03
26,12.0,Random1,,,,-0.03
26,13.0,Random2,0.0,0.0,1.0,-0.03
26,13.0,DQL_vitality,0.0,0.0,1.0,-0.03
26,13.0,Random0,3.0,0.0,1.0,0.0
26,13.0,Random1,0.0,0.0,0.0,-0.03
26,13.0,Random2,,,,-0.03
26,13.0,DQL_vitality,,,,-0.03
26,14.0,Random0,0.0,0.0,1.0,0.0
26,14.0,Random1,0.0,0.0,1.0,-0.03
26,14.0,Random2,3.0,0.0,1.0,-0.03
26,14.0,DQL_vitality,0.0,0.0,0.0,-0.03
26,14.0,Random1,,,,-0.03
26,14.0,Random2,,,,-0.03
27,1.0,Random2,0.0,0.0,1.0,-0.03
27,1.0,DQL_vitality,3.0,0.0,1.0,0.0
27,1.0,Random0,0.0,0.0,0.0,-0.03
27,1.0,Random1,0.0,0.0,0.0,-0.03
27,1.0,Random2,,,,-0.03
27,2.0,DQL_vitality,0.0,0.0,1.0,-0.03
27,2.0,Random0,3.0,0.0,1.0,0.0
27,2.0,Random1,0.0,0.0,0.0,-0.03
27,2.0,Random2,0.0,0.0,0.0,-0.03
27,2.0,DQL_vitality,,,,-0.03
27,3.0,Random0,0.0,0.0,1.0,-0.03
27,3.0,Random1,3.0,0.0,1.0,0.0
27,3.0,Random2,0.0,0.0,0.0,-0.03
27,3.0,DQL_vitality,0.0,0.0,0.0,-0.03
27,3.0,Random0,,,,-0.03
27,4.0,Random1,0.0,0.0,1.0,-0.03
27,4.0,Random2,1.0,2.0,2.0,0.0
27,4.0,DQL_vitality,0.0,0.0,0.0,-0.03
27,4.0,Random0,1.0,1.0,1.0,-0.03
27,4.0,Random1,,,,-0.03
27,4.0,Random2,,,,0.0
27,4.0,Random0,,,,-0.03
27,5.0,Random2,0.0,0.0,1.0,-0.03
27,5.0,DQL_vitality,0.0,0.0,1.0,-0.03
27,5.0,Random0,1.0,2.0,2.0,0.0
27,5.0,Random1,2.0,0.0,1.0,-0.03
27,5.0,Random2,,,,-0.03
27,5.0,DQL_vitality,,,,-0.03
27,5.0,Random0,,,,0.0
27,5.0,Random1,,,,-0.03
27,6.0,Random0,1.0,2.0,2.0,0.0
27,6.0,Random1,2.0,0.0,1.0,-0.03
27,6.0,Random2,0.0,0.0,0.0,-0.03
27,6.0,DQL_vitality,0.0,0.0,0.0,-0.03
27,6.0,Random0,,,,0.0
27,6.0,Random1,,,,-0.03
27,7.0,Random0,0.0,0.0,1.0,-0.03
27,7.0,Random1,0.0,0.0,1.0,-0.03
27,7.0,Random2,3.0,0.0,1.0,0.0
27,7.0,DQL_vitality,0.0,0.0,0.0,-0.03
27,7.0,Random0,,,,-0.03
27,7.0,Random1,,,,-0.03
27,8.0,Random2,2.0,1.0,2.0,0.0
27,8.0,DQL_vitality,0.0,0.0,1.0,-0.03
27,8.0,Random0,1.0,0.0,1.0,-0.03
27,8.0,Random1,0.0,0.0,0.0,-0.03
27,8.0,Random2,,,,0.0
27,8.0,DQL_vitality,,,,-0.03
27,8.0,Random0,,,,-0.03
27,9.0,Random2,3.0,0.0,1.0,0.0
27,9.0,DQL_vitality,0.0,0.0,0.0,-0.03
27,9.0,Random0,0.0,0.0,0.0,-0.03
27,9.0,Random1,0.0,0.0,0.0,-0.03
27,10.0,Random2,2.0,0.0,1.0,-0.03
27,10.0,DQL_vitality,0.0,0.0,0.0,-0.03
27,10.0,Random0,0.0,0.0,0.0,-0.03
27,10.0,Random1,1.0,2.0,1.0,0.0
27,10.0,Random2,,,,-0.03
27,11.0,Random1,0.0,0.0,1.0,-0.03
27,11.0,Random2,3.0,0.0,1.0,0.0
27,11.0,DQL_vitality,0.0,0.0,0.0,-0.03
27,11.0,Random0,0.0,0.0,0.0,-0.03
27,11.0,Random1,,,,-0.03
28,1.0,Random1,0.0,0.0,1.0,-0.03
28,1.0,Random2,1.0,2.0,2.0,0.0
28,1.0,DQL_vitality,2.0,0.0,1.0,-0.03
28,1.0,Random0,0.0,0.0,0.0,-0.03
28,1.0,Random1,,,,-0.03
28,1.0,Random2,,,,0.0
28,1.0,DQL_vitality,,,,-0.03
28,2.0,Random2,1.0,0.0,1.0,-0.03
28,2.0,DQL_vitality,0.0,0.0,0.0,-0.03
28,2.0,Random0,0.0,1.0,1.0,-0.03
28,2.0,Random1,2.0,1.0,1.0,0.0
28,2.0,Random2,,,,-0.03
28,2.0,Random0,,,,-0.03
28,3.0,Random1,0.0,0.0,1.0,-0.03
28,3.0,Random2,3.0,0.0,1.0,0.0
28,3.0,DQL_vitality,0.0,0.0,0.0,-0.03
28,3.0,Random0,0.0,0.0,0.0,-0.03
28,3.0,Random1,,,,-0.03
28,4.0,Random2,3.0,0.0,1.0,0.0
28,4.0,DQL_vitality,0.0,0.0,0.0,-0.03
28,4.0,Random0,0.0,0.0,0.0,-0.03
28,4.0,Random1,0.0,0.0,0.0,-0.03
28,5.0,Random2,0.0,0.0,1.0,-0.03
28,5.0,DQL_vitality,1.0,0.0,1.0,-0.03
28,5.0,Random0,0.0,0.0,0.0,-0.03
28,5.0,Random1,2.0,1.0,1.0,0.0
28,5.0,Random2,,,,-0.03
28,5.0,DQL_vitality,,,,-0.03
28,6.0,Random1,0.0,0.0,1.0,-0.03
28,6.0,Random2,0.0,0.0,1.0,-0.03
28,6.0,DQL_vitality,0.0,0.0,1.0,-0.03
28,6.0,Random0,3.0,0.0,1.0,0.0
28,6.0,Random1,,,,-0.03
28,6.0,Random2,,,,-0.03
28,6.0,DQL_vitality,,,,-0.03
28,7.0,Random0,1.0,0.0,1.0,-0.03
28,7.0,Random1,0.0,0.0,0.0,-0.03
28,7.0,Random2,2.0,1.0,1.0,0.0
28,7.0,DQL_vitality,0.0,0.0,0.0,-0.03
28,7.0,Random0,,,,-0.03
28,8.0,Random2,0.0,0.0,1.0,-0.03
28,8.0,DQL_vitality,1.0,2.0,2.0,0.0
28,8.0,Random0,2.0,0.0,1.0,-0.03
28,8.0,Random1,0.0,0.0,0.0,-0.03
28,8.0,Random2,,,,-0.03
28,8.0,DQL_vitality,,,,0.0
28,8.0,Random0,,,,-0.03
28,9.0,DQL_vitality,0.0,0.0,1.0,-0.03
28,9.0,Random0,3.0,0.0,1.0,0.0
28,9.0,Random1,0.0,0.0,0.0,-0.03
28,9.0,Random2,0.0,0.0,0.0,-0.03
28,9.0,DQL_vitality,,,,-0.03
28,10.0,Random0,1.0,0.0,1.0,-0.03
28,10.0,Random1,0.0,0.0,0.0,-0.03
28,10.0,Random2,2.0,1.0,1.0,0.0
28,10.0,DQL_vitality,0.0,0.0,0.0,-0.03
28,10.0,Random0,,,,-0.03
28,11.0,Random2,1.0,0.0,1.0,-0.03
28,11.0,DQL_vitality,0.0,0.0,0.0,-0.03
28,11.0,Random0,0.0,1.0,1.0,-0.03
28,11.0,Random1,2.0,1.0,1.0,0.0
28,11.0,Random2,,,,-0.03
28,11.0,Random0,,,,-0.03
28,12.0,Random1,3.0,0.0,1.0,0.0
28,12.0,Random2,0.0,0.0,0.0,-0.03
28,12.0,DQL_vitality,0.0,0.0,0.0,-0.03
28,12.0,Random0,0.0,0.0,0.0,-0.03
28,13.0,Random1,1.0,2.0,2.0,-0.03
28,13.0,Random2,2.0,0.0,1.0,0.0
28,13.0,DQL_vitality,0.0,0.0,0.0,-0.03
28,13.0,Random0,0.0,0.0,0.0,-0.03
28,13.0,Random1,,,,-0.03
28,13.0,Random1,,,,-0.03
29,1.0,Random0,0.0,0.0,1.0,-0.03
29,1.0,Random1,3.0,0.0,1.0,0.0
29,1.0,Random2,0.0,0.0,0.0,-0.03
29,1.0,DQL_vitality,0.0,0.0,0.0,-0.03
29,1.0,Random0,,,,-0.03
29,2.0,Random1,0.0,0.0,1.0,-0.03
29,2.0,Random2,3.0,0.0,1.0,0.0
29,2.0,DQL_vitality,0.0,0.0,0.0,-0.03
29,2.0,Random0,0.0,0.0,0.0,-0.03
29,2.0,Random1,,,,-0.03
29,3.0,Random2,2.0,0.0,1.0,-0.03
29,3.0,DQL_vitality,0.0,0.0,0.0,-0.03
29,3.0,Random0,0.0,0.0,0.0,-0.03
29,3.0,Random1,1.0,2.0,1.0,0.0
29,3.0,Random2,,,,-0.03
29,4.0,Random1,3.0,0.0,1.0,0.0
29,4.0,Random2,0.0,0.0,0.0,-0.03
29,4.0,DQL_vitality,0.0,0.0,0.0,-0.03
29,4.0,Random0,0.0,0.0,0.0,-0.03
29,5.0,Random1,0.0,0.0,1.0,-0.03
29,5.0,Random2,1.0,2.0,2.0,0.0
29,5.0,DQL_vitality,2.0,0.0,1.0,-0.03
29,5.0,Random0,0.0,0.0,0.0,-0.03
29,5.0,Random1,,,,-0.03
29,5.0,Random2,,,,0.0
29,5.0,DQL_vitality,,,,-0.03
29,6.0,Random2,3.0,0.0,1.0,0.0
29,6.0,DQL_vitality,0.0,0.0,0.0,-0.03
29,6.0,Random0,0.0,0.0,0.0,-0.03
29,6.0,Random1,0.0,0.0,0.0,-0.03
29,7.0,Random2,0.0,0.0,1.0,-0.03
29,7.0,DQL_vitality,0.0,0.0,1.0,-0.03
29,7.0,Random0,3.0,0.0,1.0,0.0
29,7.0,Random1,0.0,0.0,0.0,-0.03
29,7.0,Random2,,,,-0.03
29,7.0,DQL_vitality,,,,-0.03
29,8.0,Random0,0.0,0.0,1.0,-0.03
29,8.0,Random1,0.0,0.0,1.0,-0.03
29,8.0,Random2,3.0,0.0,1.0,0.0
29,8.0,DQL_vitality,0.0,0.0,0.0,-0.03
29,8.0,Random0,,,,-0.03
29,8.0,Random1,,,,-0.03
29,9.0,Random2,3.0,0.0,1.0,0.0
29,9.0,DQL_vitality,0.0,0.0,0.0,-0.03
29,9.0,Random0,0.0,0.0,0.0,-0.03
29,9.0,Random1,0.0,0.0,0.0,-0.03
30,1.0,Random2,2.0,1.0,2.0,0.0
30,1.0,DQL_vitality,0.0,0.0,1.0,-0.03
30,1.0,Random0,1.0,0.0,1.0,-0.03
30,1.0,Random1,0.0,0.0,0.0,-0.03
30,1.0,Random2,,,,0.0
30,1.0,DQL_vitality,,,,-0.03
30,1.0,Random0,,,,-0.03
30,2.0,Random2,3.0,0.0,1.0,0.0
30,2.0,DQL_vitality,0.0,0.0,0.0,-0.03
30,2.0,Random0,0.0,0.0,0.0,-0.03
30,2.0,Random1,0.0,0.0,0.0,-0.03
30,3.0,Random2,2.0,1.0,2.0,0.0
30,3.0,DQL_vitality,0.0,0.0,1.0,-0.03
30,3.0,Random0,1.0,0.0,1.0,-0.03
30,3.0,Random1,0.0,0.0,0.0,-0.03
30,3.0,Random2,,,,0.0
30,3.0,DQL_vitality,,,,-0.03
30,3.0,Random0,,,,-0.03
30,4.0,Random2,0.0,0.0,1.0,-0.03
30,4.0,DQL_vitality,1.0,0.0,1.0,-0.03
30,4.0,Random0,0.0,0.0,0.0,-0.03
30,4.0,Random1,2.0,1.0,1.0,0.0
30,4.0,Random2,,,,-0.03
30,4.0,DQL_vitality,,,,-0.03
30,5.0,Random1,3.0,0.0,1.0,0.0
30,5.0,Random2,0.0,0.0,0.0,-0.03
30,5.0,DQL_vitality,0.0,0.0,0.0,-0.03
30,5.0,Random0,0.0,0.0,0.0,-0.03
30,6.0,Random1,0.0,0.0,1.0,-0.03
30,6.0,Random2,3.0,0.0,1.0,0.0
30,6.0,DQL_vitality,0.0,0.0,0.0,-0.03
30,6.0,Random0,0.0,0.0,0.0,-0.03
30,6.0,Random1,,,,-0.03
30,7.0,Random2,2.0,0.0,1.0,-0.03
30,7.0,DQL_vitality,0.0,0.0,0.0,-0.03
30,7.0,Random0,0.0,0.0,0.0,-0.03
30,7.0,Random1,1.0,2.0,1.0,0.0
30,7.0,Random2,,,,-0.03
30,8.0,Random1,3.0,0.0,1.0,0.0
30,8.0,Random2,0.0,0.0,0.0,-0.03
30,8.0,DQL_vitality,0.0,0.0,0.0,-0.03
30,8.0,Random0,0.0,0.0,0.0,-0.03
30,9.0,Random1,1.0,0.0,1.0,-0.03
30,9.0,Random2,0.0,0.0,0.0,-0.03
30,9.0,DQL_vitality,2.0,1.0,1.0,0.0
30,9.0,Random0,0.0,0.0,0.0,-0.03
30,9.0,Random1,,,,-0.03
30,10.0,DQL_vitality,1.0,2.0,2.0,0.0
30,10.0,Random0,2.0,0.0,1.0,-0.03
30,10.0,Random1,0.0,0.0,0.0,-0.03
30,10.0,Random2,0.0,0.0,0.0,-0.03
30,10.0,DQL_vitality,,,,0.0
30,10.0,Random0,,,,-0.03
30,11.0,DQL_vitality,0.0,0.0,1.0,-0.03
30,11.0,Random0,1.0,0.0,1.0,-0.03
30,11.0,Random1,0.0,0.0,0.0,-0.03
30,11.0,Random2,2.0,1.0,1.0,0.0
30,11.0,DQL_vitality,,,,-0.03
30,11.0,Random0,,,,-0.03
30,12.0,Random2,0.0,0.0,1.0,-0.03
30,12.0,DQL_vitality,3.0,0.0,1.0,0.0
30,12.0,Random0,0.0,0.0,0.0,-0.03
30,12.0,Random1,0.0,0.0,0.0,-0.03
30,12.0,Random2,,,,-0.03
30,13.0,DQL_vitality,0.0,0.0,1.0,-0.03
30,13.0,Random0,1.0,0.0,1.0,-0.03
30,13.0,Random1,0.0,0.0,0.0,-0.03
30,13.0,Random2,2.0,1.0,1.0,0.0
30,13.0,DQL_vitality,,,,-0.03
30,13.0,Random0,,,,-0.03
30,14.0,Random2,3.0,0.0,1.0,0.0
30,14.0,DQL_vitality,0.0,0.0,0.0,-0.03
30,14.0,Random0,0.0,0.0,0.0,-0.03
30,14.0,Random1,0.0,0.0,0.0,-0.03
30,15.0,Random2,0.0,0.0,1.0,0.0
30,15.0,DQL_vitality,0.0,0.0,1.0,0.0
30,15.0,Random0,2.0,0.0,1.0,-0.03
30,15.0,Random1,0.0,0.0,0.0,-0.03
30,15.0,Random0,,,,-0.03
31,1.0,Random0,0.0,0.0,1.0,-0.03
31,1.0,Random1,0.0,0.0,1.0,-0.03
31,1.0,Random2,3.0,0.0,1.0,0.0
31,1.0,DQL_vitality,0.0,0.0,0.0,-0.03
31,1.0,Random0,,,,-0.03
31,1.0,Random1,,,,-0.03
31,2.0,Random2,0.0,0.0,1.0,-0.03
31,2.0,DQL_vitality,3.0,0.0,1.0,0.0
31,2.0,Random0,0.0,0.0,0.0,-0.03
31,2.0,Random1,0.0,0.0,0.0,-0.03
31,2.0,Random2,,,,-0.03
31,3.0,DQL_vitality,3.0,0.0,1.0,0.0
31,3.0,Random0,0.0,0.0,0.0,-0.03
31,3.0,Random1,0.0,0.0,0.0,-0.03
31,3.0,Random2,0.0,0.0,0.0,-0.03
31,4.0,DQL_vitality,0.0,0.0,1.0,-0.03
31,4.0,Random0,0.0,0.0,1.0,-0.03
31,4.0,Random1,3.0,0.0,1.0,0.0
31,4.0,Random2,0.0,0.0,0.0,-0.03
31,4.0,DQL_vitality,,,,-0.03
31,4.0,Random0,,,,-0.03
31,5.0,Random1,0.0,0.0,1.0,-0.03
31,5.0,Random2,0.0,0.0,1.0,-0.03
31,5.0,DQL_vitality,3.0,0.0,1.0,0.0
31,5.0,Random0,0.0,0.0,0.0,-0.03
31,5.0,Random1,,,,-0.03
31,5.0,Random2,,,,-0.03
31,6.0,DQL_vitality,0.0,0.0,1.0,-0.03
31,6.0,Random0,0.0,0.0,1.0,-0.03
31,6.0,Random1,3.0,0.0,1.0,0.0
31,6.0,Random2,0.0,0.0,0.0,-0.03
31,6.0,DQL_vitality,,,,-0.03
31,6.0,Random0,,,,-0.03
31,7.0,Random1,0.0,0.0,1.0,-0.03
31,7.0,Random2,3.0,0.0,1.0,0.0
31,7.0,DQL_vitality,0.0,0.0,0.0,-0.03
31,7.0,Random0,0.0,0.0,0.0,-0.03
31,7.0,Random1,,,,-0.03
31,8.0,Random2,0.0,0.0,1.0,-0.03
31,8.0,DQL_vitality,3.0,0.0,1.0,0.0
31,8.0,Random0,0.0,0.0,0.0,-0.03
31,8.0,Random1,0.0,0.0,0.0,-0.03
31,8.0,Random2,,,,-0.03
31,9.0,DQL_vitality,2.0,1.0,2.0,0.0
31,9.0,Random0,0.0,0.0,1.0,-0.03
31,9.0,Random1,1.0,0.0,1.0,-0.03
31,9.0,Random2,0.0,0.0,0.0,-0.03
31,9.0,DQL_vitality,,,,0.0
31,9.0,Random0,,,,-0.03
31,9.0,Random1,,,,-0.03
31,10.0,DQL_vitality,0.0,0.0,1.0,-0.03
31,10.0,Random0,3.0,0.0,1.0,0.0
31,10.0,Random1,0.0,0.0,0.0,-0.03
31,10.0,Random2,0.0,0.0,0.0,-0.03
31,10.0,DQL_vitality,,,,-0.03
31,11.0,Random0,1.0,0.0,1.0,-0.03
31,11.0,Random1,0.0,0.0,0.0,-0.03
31,11.0,Random2,2.0,1.0,1.0,0.0
31,11.0,DQL_vitality,0.0,0.0,0.0,-0.03
31,11.0,Random0,,,,-0.03
31,12.0,Random2,1.0,2.0,2.0,0.0
31,12.0,DQL_vitality,2.0,0.0,1.0,-0.03
31,12.0,Random0,0.0,0.0,0.0,-0.03
31,12.0,Random1,0.0,0.0,0.0,-0.03
31,12.0,Random2,,,,0.0
31,12.0,DQL_vitality,,,,-0.03
31,13.0,Random2,0.0,0.0,1.0,-0.03
31,13.0,DQL_vitality,3.0,0.0,1.0,0.0
31,13.0,Random0,0.0,0.0,0.0,-0.03
31,13.0,Random1,0.0,0.0,0.0,-0.03
31,13.0,Random2,,,,-0.03
31,14.0,DQL_vitality,0.0,0.0,1.0,-0.03
31,14.0,Random0,3.0,0.0,1.0,0.0
31,14.0,Random1,0.0,0.0,0.0,-0.03
31,14.0,Random2,0.0,0.0,0.0,-0.03
31,14.0,DQL_vitality,,,,-0.03
31,15.0,Random0,0.0,0.0,1.0,0.0
31,15.0,Random1,1.0,0.0,1.0,-0.03
31,15.0,Random2,0.0,0.0,0.0,-0.03
31,15.0,DQL_vitality,1.0,1.0,1.0,0.0
31,15.0,Random1,,,,-0.03
32,1.0,Random2,0.0,0.0,1.0,-0.03
32,1.0,DQL_vitality,0.0,0.0,1.0,-0.03
